1,4.78188,3.72405,7.47965,22.1614,17.809,34.5377,7.95753,6.90978,7.50073,35.642,31.6283,34.5847,0.575981,0.901844,0.968943,5.21471,2130.13,463310,0.995116,-0.0587442,0.664993,0.949653,574006,30,
1,4.36518,4.3354,8.06037,19.6212,19.6869,35.4894,5.41359,7.49354,8.08206,29.3329,32.8187,35.5393,0.630882,0.892666,0.964647,6.06876,2315.45,497666,0.994772,-0.0561643,0.676816,0.944807,648830,30,
1,5.84077,4.73792,9.7136,21.4473,18.2832,34.6782,12.8132,12.2407,9.74998,44.5141,42.2943,34.7629,0.920936,0.835932,0.953719,4.31276,2146,383051,0.995989,-0.077215,0.790673,0.914288,971335,24,
1,4.75615,4.41299,8.62286,20.9657,19.8392,37.3554,6.66551,7.80397,8.63253,32.8214,33.4069,37.3699,0.634151,0.890548,0.965807,5.10778,2487.55,545166,0.995902,-0.0563823,0.689128,0.943686,662522,35,
1,4.79375,3.42947,7.04165,23.2988,17.1128,33.9565,7.38376,6.45929,7.05144,34.2103,30.7566,33.9713,0.525235,0.910342,0.971474,5.75311,2058.73,457892,0.994427,-0.0570867,0.642694,0.954117,520771,21,
2,3.98346,3.41743,6.38974,18.6069,16.1737,30.5074,8.01169,9.13833,6.5241,34.7705,39.2462,30.7395,0.651936,0.882785,0.964244,11.179,1672.13,324978,0.986718,-0.0709661,0.680138,0.939555,30757,69,
2,4.36546,3.84818,6.67454,19.3563,17.283,30.9353,7.65632,8.22002,6.93895,33.6458,35.2058,31.4189,0.672373,0.882175,0.963885,4.69533,1814.48,359866,0.994838,-0.0729263,0.707378,0.939236,32068,66,
2,3.85096,3.52727,6.93623,17.6166,16.2789,32.5262,6.38976,7.87481,6.99571,31.3909,35.261,32.6337,0.643884,0.888015,0.96493,4.75782,1763.47,351991,0.994619,-0.0708228,0.691277,0.942341,39594,65,
2,3.56798,4.20452,9.26474,15.5673,18.1274,40.4194,2.45343,10.3112,9.27595,18.4647,41.333,40.4196,0.687732,0.87809,0.963979,4.15663,2351.3,497796,0.996471,-0.0646001,0.719754,0.937059,45484,64,
2,4.39454,3.89952,7.07577,18.712,16.9232,30.9797,8.20244,9.55075,7.35054,34.9185,38.9769,31.5452,0.70286,0.872591,0.960886,7.97517,1742.73,310246,0.990889,-0.0688407,0.701027,0.934116,38021,58,
2,4.30044,4.27384,8.82314,17.7464,17.7255,37.0152,5.36069,9.94504,8.8824,28.4428,39.7869,37.1019,0.738776,0.868038,0.95943,5.08896,2138.25,408771,0.995251,-0.0660441,0.724851,0.931678,48679,65,
2,4.43198,4.42822,9.41515,18.4294,18.4723,39.3336,4.98919,10.0096,9.47974,27.5271,40.2165,39.4279,0.707272,0.87066,0.964263,4.34335,2381.35,479518,0.996359,-0.0637457,0.728119,0.933083,41917,57,
2,3.3801,4.85416,11.7278,14.1487,20.0215,47.2975,1.88987,13.16,11.7408,15.1668,49.0149,47.2953,0.727259,0.865663,0.963385,4.26549,2955.2,646769,0.997117,-0.0585876,0.739214,0.930401,49430,64,
2,6.37701,7.1467,14.474,21.4213,23.9372,48.2691,4.71366,15.1311,14.5046,25.8645,48.3514,48.2911,1.01499,0.81306,0.945329,6.76154,3729.21,724001,0.99638,-0.0553828,0.800869,0.901683,70834,74,
2,4.11999,3.99468,6.94877,18.1215,17.7539,31.8847,5.64241,7.37597,7.05187,28.5744,33.7439,32.1018,0.678058,0.883253,0.961285,4.92757,1860.88,368159,0.994718,-0.0677175,0.696261,0.939812,35154,68,
2,4.11285,4.50886,8.59131,17.1899,18.8382,36.8482,4.3544,9.78568,8.62627,24.9463,39.5485,36.8925,0.72725,0.870898,0.961204,4.69667,2230.41,447386,0.995797,-0.0655368,0.724966,0.933213,46671,68,
2,4.56505,4.52256,8.51703,18.8174,19.0648,36.7829,5.83636,9.06513,8.62206,29.0093,38.1937,36.965,0.749556,0.869331,0.957427,6.67742,2261.89,455368,0.994113,-0.0625986,0.715372,0.932373,42608,75,
2,4.20487,3.81378,7.05823,19.8565,18.2839,34.079,6.29614,7.07661,7.14093,30.9491,33.6511,34.235,0.611195,0.89431,0.967293,5.3061,2077.59,467039,0.994905,-0.0650251,0.683086,0.945676,30626,53,
2,5.75085,5.11847,10.3712,22.4687,20.3827,40.395,9.205,11.2677,10.5045,37.7284,41.7755,40.6409,0.783528,0.854788,0.960702,5.64401,2753.95,560625,0.99591,-0.0615617,0.751892,0.924536,51956,60,
2,5.39796,5.51307,9.61712,21.0886,21.6332,37.9312,6.34389,10.6686,9.87453,30.3609,39.7666,38.3615,0.82389,0.852584,0.957157,4.836,2713.72,560034,0.996442,-0.0641965,0.760777,0.923347,50762,72,
